,PunctuationCount,AverageSentenceLength,NumberOfSentences,AverageCharactersPerWord,UniqueWordRatio,YuleK,Maas,AverageCoRoLaWordFrequency,RareWordRatio,Model
0,58,27.23076923076923,13,5.790960451977401,0.7005649717514124,71.81844297615628,0.01033039627564701,3960148.0857142857,0.5169491525423728,grok-3-mini-fast
1,54,27.615384615384617,13,5.944289693593315,0.6935933147632312,60.52094567857171,0.010570143985176762,3756096.232919255,0.5041782729805014,grok-3-mini-fast
2,45,28.75,12,6.066666666666666,0.7333333333333333,68.22096198277673,0.00908293042369454,4231203.476489028,0.5362318840579711,grok-3-mini-fast
3,53,24.714285714285715,14,5.826086956521739,0.6956521739130435,76.95862213820627,0.01062773810360971,4334233.076158941,0.5159420289855072,grok-3-mini-fast
4,54,29.666666666666668,12,5.963483146067416,0.699438202247191,78.9041787653074,0.010357229927501316,4254088.741538461,0.5421348314606742,grok-3-mini-fast
5,46,24.071428571428573,14,6.017910447761194,0.7223880597014926,57.74114502116284,0.00961991807260443,3748970.1993464055,0.5343283582089552,grok-3-mini-fast
6,55,24.76923076923077,13,5.947204968944099,0.7204968944099379,52.6600054010262,0.009830853013057701,2977252.7,0.5527950310559007,grok-3-mini-fast
7,53,22.8125,16,6.013736263736264,0.7115384615384616,69.88890230648472,0.009786107061941107,4248420.519637463,0.5659340659340659,grok-3-mini-fast
8,55,32.72727272727273,11,6.05,0.7027777777777777,65.4320987654321,0.010180462281638769,3960304.815151515,0.5333333333333333,grok-3-mini-fast
9,55,27.5,14,5.815104166666667,0.7005208333333334,76.49739583333333,0.010051671773916384,4438926.2011494255,0.5625,grok-3-mini-fast
10,67,23.533333333333335,15,6.0594900849858355,0.7138810198300283,68.37387347623365,0.009793246761764173,4033696.903125,0.5382436260623229,grok-3-mini-fast
11,67,22.333333333333332,18,5.7675,0.6625,76.0,0.011469685361635899,4163431.1193181816,0.515,grok-3-mini-fast
12,55,24.375,16,5.98974358974359,0.6794871794871795,72.58382642998028,0.010855960772269604,4274937.960451977,0.5512820512820513,grok-3-mini-fast
13,44,26.846153846153847,13,5.873925501432665,0.6762177650429799,64.53148988924558,0.011412450632653389,4065419.3126934986,0.501432664756447,grok-3-mini-fast
14,55,27.384615384615383,13,5.772471910112359,0.6741573033707865,58.07347557126626,0.011423843707430678,3529072.0636363635,0.5449438202247191,grok-3-mini-fast
15,56,28.076923076923077,13,5.804945054945055,0.717032967032967,68.83226663446443,0.009564912793059974,4268081.869436202,0.5521978021978022,grok-3-mini-fast
16,41,28.3,10,5.787985865724382,0.7243816254416962,58.934435440572365,0.010116915173695739,3533647.3579766536,0.5053003533568905,grok-3-mini-fast
17,65,25.125,16,6.014925373134329,0.6741293532338308,73.26551322987055,0.010966667635373604,3700959.123943662,0.5497512437810945,grok-3-mini-fast
18,47,25.384615384615383,13,5.6909090909090905,0.6787878787878788,68.68686868686869,0.01152104204778212,3989359.5016835015,0.5181818181818182,grok-3-mini-fast
19,48,25.071428571428573,14,6.037463976945245,0.6887608069164265,89.52819141426305,0.010897722722464753,4615108.560897436,0.5273775216138329,grok-3-mini-fast
20,41,27.818181818181817,11,5.970588235294118,0.6993464052287581,83.30129437395874,0.010916219421959783,4670437.089285715,0.5,grok-3-mini-fast
21,54,25.285714285714285,14,5.96045197740113,0.672316384180791,77.24472533435475,0.011525162310556296,3870834.17571885,0.5338983050847458,grok-3-mini-fast
22,56,27.09090909090909,11,6.077181208053691,0.7449664429530202,57.20463042205306,0.009070993801606185,3573558.4869888476,0.5335570469798657,grok-3-mini-fast
23,50,26.454545454545453,11,6.027491408934708,0.7285223367697594,53.61297103246301,0.009840648688156373,3306950.245283019,0.5326460481099656,grok-3-mini-fast
24,58,24.857142857142858,14,5.867816091954023,0.6724137931034483,55.48949663099485,0.011588361094914226,3592424.165625,0.5258620689655172,grok-3-mini-fast
25,50,27.181818181818183,11,6.066889632107023,0.7290969899665551,47.20305142000649,0.009722971442980979,3005653.6811594204,0.5652173913043478,grok-3-mini-fast
26,56,27.923076923076923,13,5.900826446280992,0.6804407713498623,57.069568714948126,0.011081472092418764,3602667.8123167157,0.5454545454545454,grok-3-mini-fast
27,53,23.714285714285715,14,6.114457831325301,0.7168674698795181,65.14007838583248,0.009877398372435557,3637940.878787879,0.5451807228915663,grok-3-mini-fast
28,46,24.818181818181817,11,6.285714285714286,0.73992673992674,45.08312200619893,0.009572314050555772,2896756.296442688,0.5934065934065934,grok-3-mini-fast
29,43,28.25,12,5.810650887573964,0.7100591715976331,73.87696509225867,0.010098158267386054,4368754.636655948,0.5118343195266272,grok-3-mini-fast
30,42,26.333333333333332,12,5.879746835443038,0.7278481012658228,62.489985579234094,0.009588790573367718,3855701.0243055555,0.5253164556962026,grok-3-mini-fast
31,47,26.818181818181817,11,5.952542372881356,0.711864406779661,68.48606722206263,0.010508660470297209,4211763.454887218,0.5084745762711864,grok-3-mini-fast
32,54,25.071428571428573,14,5.859598853868195,0.7048710601719198,71.42798499191304,0.010201905983859966,4292743.10725552,0.5300859598853869,grok-3-mini-fast
33,56,25.125,16,5.705,0.675,64.125,0.010948979010218329,3471681.0919220056,0.4925,grok-3-mini-fast
34,55,25.53846153846154,13,5.804216867469879,0.6927710843373494,52.07577297140369,0.01089199121204131,3435177.8590163933,0.5240963855421686,grok-3-mini-fast
35,46,23.142857142857142,14,6.12037037037037,0.7098765432098766,67.44398719707361,0.010254189545291094,4063018.8805460753,0.5308641975308642,grok-3-mini-fast
36,56,22.571428571428573,14,6.174050632911392,0.7246835443037974,58.48421727287294,0.00972031769861187,3659426.4892857145,0.5348101265822784,grok-3-mini-fast
37,38,28.545454545454547,11,5.732484076433121,0.7070063694267515,83.16767414499574,0.01048888679153725,4280888.822299652,0.5095541401273885,grok-3-mini-fast
38,54,25.692307692307693,13,5.882882882882883,0.7027027027027027,63.84763141519898,0.010458763994803237,3649095.6153846155,0.4924924924924925,grok-3-mini-fast
39,56,25.53846153846154,13,6.081325301204819,0.6987951807228916,70.76498766148933,0.010635072293223857,3886423.8952702703,0.536144578313253,grok-3-mini-fast
40,56,26.46153846153846,13,5.964809384164223,0.6979472140762464,70.86282367712695,0.010573442577060513,4311564.198083067,0.5395894428152492,grok-3-mini-fast
41,46,27.545454545454547,11,6.129139072847682,0.7119205298013245,68.19876321213982,0.010420105854803942,4165436.841911765,0.5298013245033113,grok-3-mini-fast
42,55,25.90909090909091,11,5.697183098591549,0.6795774647887324,105.13786947034319,0.012105077853980326,5158449.411290322,0.49295774647887325,grok-3-mini-fast
43,56,24.642857142857142,14,6.1395348837209305,0.6627906976744186,69.80124391563007,0.012056837082138845,4056016.115131579,0.49127906976744184,grok-3-mini-fast
44,50,30.4,10,5.752475247524752,0.6666666666666666,102.38647627138951,0.012419772269915629,5322131.916363636,0.5214521452145214,grok-3-mini-fast
45,53,24.76923076923077,13,6.006269592476489,0.7021943573667712,75.27441750768959,0.010636955606969393,4420861.649305556,0.5235109717868338,grok-3-mini-fast
46,64,29.46153846153846,13,5.741514360313316,0.6135770234986945,107.16549979889426,0.013806150967754968,5220728.865102639,0.5039164490861618,grok-3-mini-fast
47,53,26.75,12,5.665625,0.675,94.921875,0.011812471422225496,4988117.972125435,0.49375,grok-3-mini-fast
48,52,24.714285714285715,14,5.852173913043479,0.6782608695652174,106.36420919974795,0.011369173648933311,5422227.868589744,0.5043478260869565,grok-3-mini-fast
49,60,25.0,14,5.724137931034483,0.6379310344827587,98.75809221825868,0.013125481876359818,4946911.1329113925,0.5057471264367817,grok-3-mini-fast
50,62,28.076923076923077,13,5.771978021978022,0.6373626373626373,99.62564907619853,0.012951777312015916,5141787.406727829,0.5054945054945055,grok-3-mini-fast
51,43,23.3,10,5.8405172413793105,0.7112068965517241,83.23424494649227,0.011487258406653546,4910412.899521532,0.5086206896551724,grok-3-mini-fast
52,75,22.0,18,5.753180661577608,0.6463104325699746,101.91066306677286,0.012230859072620072,5308789.002849003,0.5038167938931297,grok-3-mini-fast
53,53,26.333333333333332,12,5.822222222222222,0.6761904761904762,88.28420256991686,0.01182398723932163,4888811.505226481,0.5174603174603175,grok-3-mini-fast
54,61,23.785714285714285,14,5.688821752265861,0.6435045317220544,96.38466242549812,0.013094660338739142,4850893.704081632,0.4954682779456193,grok-3-mini-fast
55,50,27.25,12,5.707692307692308,0.6615384615384615,102.05917159763314,0.012351408783431194,5094777.452380952,0.5015384615384615,grok-3-mini-fast
56,56,30.545454545454547,11,5.726190476190476,0.6755952380952381,102.57227891156462,0.01158910328436238,5335995.120915033,0.49107142857142855,grok-3-mini-fast
57,55,22.4375,16,5.969014084507042,0.7098591549295775,89.82344772862527,0.009938258055332414,4948845.3742331285,0.532394366197183,grok-3-mini-fast
58,56,24.846153846153847,13,5.728125,0.65625,93.75,0.01265911677103777,4900122.696113074,0.5,grok-3-mini-fast
59,63,28.153846153846153,13,5.572602739726028,0.6575342465753424,92.47513604803903,0.012044614159270918,4763662.74695122,0.4958904109589041,grok-3-mini-fast
60,51,23.466666666666665,15,6.014245014245014,0.6809116809116809,83.92789019569646,0.011188818879947916,4335828.471518988,0.47863247863247865,grok-3-mini-fast
61,51,22.8125,16,5.989041095890411,0.6520547945205479,97.57928316757365,0.01228502038893694,5038315.751497006,0.4712328767123288,grok-3-mini-fast
62,46,25.214285714285715,14,5.621082621082621,0.6723646723646723,106.9796511391953,0.01155656801039397,5302938.373417721,0.45584045584045585,grok-3-mini-fast
63,43,25.23076923076923,13,5.954128440366972,0.6758409785932722,111.66287910669696,0.011687199946997004,5222050.742574258,0.44648318042813456,grok-3-mini-fast
64,54,25.4,15,5.502631578947368,0.6421052631578947,80.88642659279779,0.012554770051846844,4269472.681034483,0.4868421052631579,grok-3-mini-fast
65,48,26.5,12,5.860759493670886,0.6772151898734177,90.53036372376222,0.011765259322848817,4848454.496503497,0.4778481012658228,grok-3-mini-fast
66,55,27.53846153846154,13,6.189944134078212,0.6983240223463687,80.36578134265473,0.010383607003157798,4591085.299382716,0.4553072625698324,grok-3-mini-fast
67,68,22.157894736842106,19,5.800475059382423,0.669833729216152,85.75893839461524,0.010974755455435602,4730852.416666667,0.4655581947743468,grok-3-mini-fast
68,42,26.142857142857142,14,6.087431693989071,0.6830601092896175,73.90486428379468,0.010940315644657394,3742595.982035928,0.4726775956284153,grok-3-mini-fast
69,52,28.166666666666668,12,6.095238095238095,0.7023809523809523,62.358276643990926,0.010440072942195405,3847175.7612903225,0.5267857142857143,grok-3-mini-fast
70,55,19.705882352941178,17,5.8053892215568865,0.6766467065868264,92.33030944099825,0.011566875945103763,4881532.572368421,0.47305389221556887,grok-3-mini-fast
71,42,25.923076923076923,13,6.106824925816023,0.6943620178041543,84.35400505419612,0.010768396100886932,4646142.231511254,0.4807121661721068,grok-3-mini-fast
72,54,23.875,16,5.656167979002625,0.6325459317585301,93.13796405370589,0.012968377834453948,4599279.495601173,0.4671916010498688,grok-3-mini-fast
73,46,24.142857142857142,14,6.0325443786982245,0.6627218934911243,97.68565526417142,0.01213287424072118,4930231.123809524,0.47041420118343197,grok-3-mini-fast
74,63,23.176470588235293,17,5.913486005089059,0.6895674300254453,89.09089731885607,0.010415474176986484,4810481.196581197,0.5012722646310432,grok-3-mini-fast
75,49,21.125,16,5.874251497005988,0.7035928143712575,70.99573308472874,0.010410486979251916,4400954.161812298,0.47904191616766467,grok-3-mini-fast
76,44,26.23076923076923,13,5.721407624633431,0.6598240469208211,110.76616128172272,0.012224982192638687,5056872.199356914,0.4604105571847507,grok-3-mini-fast
77,47,21.733333333333334,15,5.889230769230769,0.7046153846153846,71.38461538461539,0.010465638714702193,4147445.353741497,0.5076923076923077,grok-3-mini-fast
78,49,24.125,16,5.8782383419689115,0.6373056994818653,92.75416789712476,0.012700322765410473,4844704.065527066,0.4689119170984456,grok-3-mini-fast
79,44,25.833333333333332,12,5.925566343042071,0.7281553398058253,62.420795760413064,0.009651027449145639,3788195.035714286,0.5145631067961165,grok-3-mini-fast
80,45,26.416666666666668,12,6.1198738170347005,0.6971608832807571,65.28077700046771,0.01087711804970603,4170683.5878378376,0.5331230283911672,grok-3-mini-fast
81,49,26.833333333333332,12,6.214285714285714,0.6894409937888198,64.81231433972455,0.01115217258352572,4029372.1672240803,0.5714285714285714,grok-3-mini-fast
82,53,24.846153846153847,13,6.1671826625387,0.6687306501547987,83.19834370117609,0.012053884088823285,4507412.214765101,0.5727554179566563,grok-3-mini-fast
83,66,29.928571428571427,14,6.081145584725537,0.6420047732696897,85.09862668815967,0.012156049354837207,4687289.946428572,0.5536992840095465,grok-3-mini-fast
84,53,25.666666666666668,12,6.2272727272727275,0.7012987012987013,63.88092427053466,0.010806508648337968,3899874.9498207886,0.5487012987012987,grok-3-mini-fast
85,44,25.818181818181817,11,6.264084507042254,0.7288732394366197,71.41440190438405,0.00991057432886392,3978952.644787645,0.5528169014084507,grok-3-mini-fast
86,48,26.272727272727273,11,6.193771626297578,0.7024221453287197,50.526214963901296,0.01100088461427419,3442711.7613636362,0.5605536332179931,grok-3-mini-fast
87,43,28.666666666666668,12,6.037790697674419,0.6598837209302325,76.39264467279611,0.012185691162277973,4130600.551829268,0.5697674418604651,grok-3-mini-fast
88,57,27.928571428571427,14,6.084398976982097,0.6419437340153452,75.61436672967864,0.012442070845439525,4084470.687150838,0.5805626598465473,grok-3-mini-fast
89,40,27.181818181818183,11,6.046822742474917,0.6956521739130435,57.270052907685596,0.011168021475790435,3493450.420289855,0.5886287625418061,grok-3-mini-fast
90,49,27.53846153846154,13,6.35754189944134,0.7039106145251397,48.53156892731188,0.01015318434035275,2974495.4067278286,0.5921787709497207,grok-3-mini-fast
91,44,26.153846153846153,13,6.144117647058824,0.6529411764705882,62.45674740484429,0.01254593301721131,3684106.3848580443,0.5705882352941176,grok-3-mini-fast
92,54,31.727272727272727,11,5.845272206303725,0.6418338108882522,72.74160310670685,0.012934705906689655,3782013.6927899686,0.5358166189111748,grok-3-mini-fast
93,49,26.75,12,6.392523364485982,0.6947040498442367,56.09417610465737,0.010935889003047695,3431910.0588235296,0.5887850467289719,grok-3-mini-fast
94,58,26.571428571428573,14,6.032258064516129,0.6559139784946236,77.46560295987976,0.012037848998335252,4036857.1238938053,0.5483870967741935,grok-3-mini-fast
95,52,28.25,12,6.336283185840708,0.6843657817109144,78.66273352999016,0.011173756342490689,4395920.614649681,0.551622418879056,grok-3-mini-fast
96,42,30.1,10,6.21594684385382,0.6910299003322259,62.250968532356154,0.011346626276305918,3798433.034965035,0.5813953488372093,grok-3-mini-fast
97,49,29.5,12,6.008474576271187,0.6807909604519774,79.47907689361294,0.011161541060344305,4418544.439628483,0.5451977401129944,grok-3-mini-fast
98,63,27.142857142857142,14,6.163157894736842,0.6815789473684211,59.418282548476455,0.010864001634840083,3415058.059659091,0.5657894736842105,grok-3-mini-fast
99,54,27.23076923076923,13,6.192090395480226,0.6751412429378532,61.7638609594944,0.011403448434514341,3766964.243975904,0.5847457627118644,grok-3-mini-fast
100,43,29.90909090909091,11,5.801829268292683,0.6463414634146342,120.09220701963118,0.013004775082996698,5829402.172757475,0.5060975609756098,grok-3-mini-fast
101,44,26.09090909090909,11,6.097560975609756,0.7386759581881533,67.98674258519588,0.009456709639617155,4239543.08045977,0.5679442508710801,grok-3-mini-fast
102,54,29.166666666666668,12,6.065714285714286,0.6914285714285714,81.95918367346938,0.010753062308167064,4770214.775,0.5485714285714286,grok-3-mini-fast
103,58,27.846153846153847,13,5.759002770083103,0.628808864265928,102.51609487342792,0.01337782225326878,5233377.692546584,0.4986149584487535,grok-3-mini-fast
104,53,25.428571428571427,14,5.828169014084507,0.6929577464788732,106.1694108311843,0.010637107141169957,5174080.641744548,0.5154929577464789,grok-3-mini-fast
105,48,26.46153846153846,13,5.862973760932944,0.6997084548104956,73.26879106494742,0.010478315378910303,4319288.926984127,0.5364431486880467,grok-3-mini-fast
106,48,26.0,12,5.782051282051282,0.6923076923076923,87.31919789612097,0.011149227626647168,4834925.557553957,0.5192307692307693,grok-3-mini-fast
107,48,26.333333333333332,12,6.050632911392405,0.6867088607594937,73.5058484217273,0.011345037768502684,4113506.4593639574,0.5379746835443038,grok-3-mini-fast
108,62,27.846153846153847,13,5.773480662983426,0.6767955801104972,88.82512743811239,0.01124659901180742,4969997.939393939,0.5082872928176796,grok-3-mini-fast
109,45,28.8,10,6.041666666666667,0.7291666666666666,60.763888888888886,0.00984913011750297,4081601.1494252873,0.5451388888888888,grok-3-mini-fast
110,47,28.25,12,5.964601769911504,0.6991150442477876,100.76487326076175,0.010545549539776248,5142809.460063898,0.5457227138643068,grok-3-mini-fast
111,47,27.923076923076923,13,5.986225895316805,0.6776859504132231,75.28326085801667,0.011198234770107233,4444309.417910447,0.5261707988980716,grok-3-mini-fast
112,42,28.0,10,5.8464285714285715,0.725,59.183673469387756,0.010128345695018148,3982520.153846154,0.5392857142857143,grok-3-mini-fast
113,54,28.75,12,6.0202898550724635,0.672463768115942,95.44213400546104,0.01162054978262918,4998923.580128205,0.5246376811594203,grok-3-mini-fast
114,52,25.357142857142858,14,5.720338983050848,0.6299435028248588,77.40432187430177,0.013414899913897136,4364496.064814814,0.4830508474576271,grok-3-mini-fast
115,47,21.4,15,5.845911949685535,0.6761006289308176,89.79075194810332,0.011789119929992549,4728522.788732395,0.5157232704402516,grok-3-mini-fast
116,49,30.25,12,5.677685950413223,0.6446280991735537,94.55941837609757,0.012637632723508232,5069306.118902439,0.5013774104683195,grok-3-mini-fast
117,55,32.0,11,5.7094017094017095,0.6467236467236467,99.51217928425906,0.01268853682405753,5163235.111455108,0.5042735042735043,grok-3-mini-fast
118,49,26.166666666666668,12,5.936305732484076,0.697452229299363,87.42748184510528,0.0109004867959123,4743580.653710247,0.554140127388535,grok-3-mini-fast
119,41,28.363636363636363,11,5.785256410256411,0.6891025641025641,85.05917159763314,0.011289921566097915,4821627.851590106,0.5352564102564102,grok-3-mini-fast
120,57,25.6,15,5.968586387434555,0.6832460732984293,97.03681368383542,0.010775713443970754,5140834.098837209,0.4973821989528796,grok-3-mini-fast
121,50,24.0,14,5.907462686567164,0.7044776119402985,53.285809757184225,0.010362606410748394,3535603.6957928804,0.5194029850746269,grok-3-mini-fast
122,52,24.785714285714285,14,5.755813953488372,0.6715116279069767,83.32206598161169,0.011673638736198456,4601707.373801917,0.5116279069767442,grok-3-mini-fast
123,48,32.3,10,5.910216718266254,0.7151702786377709,81.47303242626691,0.010042597216198575,4273922.044067796,0.4891640866873065,grok-3-mini-fast
124,45,28.363636363636363,11,5.784565916398714,0.6784565916398714,73.40701605649238,0.01177514514118138,4295768.127208481,0.5080385852090032,grok-3-mini-fast
125,49,22.642857142857142,14,5.939873417721519,0.689873417721519,75.70902099022592,0.011206253949381559,4424113.159574468,0.4873417721518987,grok-3-mini-fast
126,59,25.5,16,5.805418719211823,0.6354679802955665,106.53012691402364,0.012567637137847209,4792584.625,0.5197044334975369,grok-3-mini-fast
127,64,28.2,15,5.92654028436019,0.6587677725118484,111.85732575638463,0.01142201250528657,5109185.709511568,0.514218009478673,grok-3-mini-fast
128,55,28.583333333333332,12,5.798833819241983,0.6967930029154519,76.66873496587306,0.010600835392812024,4382437.103896104,0.4868804664723032,grok-3-mini-fast
129,57,25.8,15,5.863049095607235,0.6666666666666666,62.89686116619594,0.011420643572314268,4002561.852272727,0.4780361757105943,grok-3-mini-fast
130,40,26.583333333333332,12,5.836990595611285,0.6865203761755486,108.68603885575024,0.011316139379305784,5238262.181818182,0.5172413793103449,grok-3-mini-fast
131,53,24.53846153846154,13,5.993730407523511,0.6927899686520376,64.07169740863395,0.011042623282400705,3578809.1160409558,0.5015673981191222,grok-3-mini-fast
132,46,26.692307692307693,13,6.164739884393064,0.6676300578034682,84.03220956263156,0.01182010124597279,4601294.2331288345,0.47109826589595377,grok-3-mini-fast
133,58,30.384615384615383,13,5.901015228426396,0.6522842639593909,78.46118168466077,0.011962862882534299,4366500.22739726,0.5126903553299492,grok-3-mini-fast
134,54,26.857142857142858,14,5.7962466487935655,0.6702412868632708,80.06957571749959,0.011410707646812688,4481002.62797619,0.47989276139410186,grok-3-mini-fast
135,53,27.923076923076923,13,5.657458563535911,0.6519337016574586,79.6678978053173,0.012324813327755134,4445188.572755418,0.4585635359116022,grok-3-mini-fast
136,54,27.23076923076923,13,5.8559322033898304,0.652542372881356,71.49924989626224,0.0123917555267052,4137473.212962963,0.4971751412429379,grok-3-mini-fast
137,66,25.6,15,5.866492146596858,0.680628272251309,69.89939968750856,0.010884312896851317,4095169.5384615385,0.4816753926701571,grok-3-mini-fast
138,65,20.75,20,5.688405797101449,0.6714975845410628,76.89794394268245,0.010967590923507032,4413002.675603217,0.45410628019323673,grok-3-mini-fast
139,53,32.333333333333336,12,5.909560723514212,0.6589147286821705,69.44027135121421,0.01175008326680801,4228056.252148997,0.46770025839793283,grok-3-mini-fast
140,59,24.714285714285715,14,5.763005780346821,0.6647398843930635,61.98001937919744,0.011947026177968641,3896998.2987421383,0.5,grok-3-fast
141,44,27.0,13,5.572649572649572,0.6809116809116809,69.47995551984155,0.011188818879947916,3676200.651234568,0.5014245014245015,grok-3-fast
142,57,26.46153846153846,13,5.683139534883721,0.6976744186046512,55.266360194699836,0.010553212317722388,3021620.6357827475,0.5232558139534884,grok-3-fast
143,53,33.25,12,5.398496240601504,0.6591478696741855,62.436793738732796,0.011620702271659133,4024066.597826087,0.48621553884711777,grok-3-fast
144,50,21.294117647058822,17,5.497222222222222,0.6527777777777778,71.75925925925925,0.012310679464296257,3922327.475308642,0.4861111111111111,grok-3-fast
145,64,25.235294117647058,17,5.738927738927739,0.6223776223776224,84.87239256470026,0.012906695654575778,4239896.636125655,0.4825174825174825,grok-3-fast
146,45,26.166666666666668,12,5.680511182108626,0.6549520766773163,65.9392256734273,0.012816715216125821,4049342.1725352113,0.4696485623003195,grok-3-fast
147,57,25.571428571428573,14,5.594972067039106,0.664804469273743,71.47092787366186,0.01180608513169993,3999822.5682539684,0.44972067039106145,grok-3-fast
148,61,25.41176470588235,17,5.642691415313225,0.6705336426914154,66.32177906019024,0.01086159614608749,3891980.676691729,0.4872389791183295,grok-3-fast
